"","RD_X1X2","RD_X2X3","RD_X3X4","RD_X4X5","RD_X5X6","RD_X6X7","RD_X7X8","RD_X8X9","RD_X9X10"
"1",-0.259950484865816,-0.261658014261331,0.306103388897641,-0.248241304187425,-0.389949519017717,-0.330188494743064,0.554367867301221,-0.256240270662798,-0.362974189245233
"2",-0.310097939885755,0.114157920578484,0.244978261128756,-0.339680399739357,-0.454658487119722,7.99899930498693,-0.328218725697007,-0.329248558376915,0.453950455659308
"3",-0.319326262255577,-0.219699256625242,-0.365659153097455,0.290086585999956,-0.430642750684057,-0.234338819154794,0.406534450350388,-0.307889367404593,-0.248599381160187
"4",-0.261598821540612,-0.19813325357979,-0.269579387718795,-0.368845208258835,-0.304810093163433,-0.222314792464332,-0.24702699090691,-0.0485895792107882,-0.142991102945341
"5",-0.099467139701027,-0.26351862217523,0.232113473145543,0.0481316264137901,-0.388995304097622,-0.388540814805624,-0.170640185876228,-0.341665737755676,-0.170898591449316
"6",-0.336100193241364,1.99767128444558,-0.443630261592046,-0.230165315568553,-0.393325581149377,1.22689174778759,-0.136224152840425,-0.386402388556186,9.92120926238043
"7",-0.199374520819627,0.0594926601201531,-0.165258128789268,-0.352541360907924,-0.28133001449394,-0.472037174040683,2.18710990170818,-0.180775588725802,-0.243336002737642
"8",0.069841308350761,-0.383370095049662,-0.35159974318321,0.0948593901256528,-0.290895740793735,-0.428292303873712,-0.381150979673159,3.34172815125595,-0.224166889460455
"9",6.58815348197365,-0.426431459693428,-0.336525454379234,0.109563748658978,-0.322317948728246,-0.0861585566260573,-0.253479214064332,-0.382854779546479,0.317996421751984
"10",0.676670311847805,-0.400084486599235,1.23333214158532,-0.4229559277863,-0.296503607395644,-0.25360657500477,-0.210578688911356,-0.264506018428595,-0.36496759630989
"11",11.6719788393388,-0.482206184550536,0.334779374764525,-0.4377919957812,-0.284942774708631,-0.315918173544086,-0.292619898019157,0.2558145537796,-0.228347906086778
"12",-0.123757672194154,0.042510463514871,-0.350562056848973,-0.319201318988645,-0.0205707187143957,-0.337174186665209,-0.13044955352113,-0.222501430009414,-0.357892681761974
"13",0.0824670083865208,-0.343964072674772,-0.427415861757315,0.0558661427911416,-0.126578924696213,-0.420130008149054,-0.33615315967251,0.201989470889186,-0.331068766957173
"14",-0.145170155296762,-0.407617366726212,-0.357017476708651,0.844931041714437,-0.32550973660736,-0.285930692681134,-0.174296817518521,-0.279880640042922,-0.0468216498594011
"15",-0.0908639566445446,0.190287762878325,-0.382878227481154,-0.169721628718461,-0.21190518922181,-0.293086255029354,-0.372454019840361,-0.0343325246989374,-0.214336021233741
"16",-0.298389893612113,-0.21536137870336,-0.228498919049272,-0.463028709128792,4.04314396249182,-0.36564233213616,-0.146485066949025,-0.210415639582857,-0.309060862069353
"17",0.309538147098801,-0.396986879973159,-0.250709724339182,-0.268619118895455,-0.258138424728662,0.228916266336008,-0.37539106485957,-0.211912269324994,-0.20083833398999
"18",0.70819190095914,-0.423056535894978,-0.252251143606595,-0.367374604898955,-0.328777598646889,-0.384448095310299,1.02203661493829,-0.319439771191348,-0.171881640669894
"19",-0.325179072554171,-0.174247631600208,0.435941880461588,-0.446012684045966,-0.194511261237771,0.770111425783545,-0.302629869645728,-0.322218858773938,-0.0688258076231452
"20",0.0616319034129424,-0.480645535979353,-0.274585324906764,2.4597299424739,-0.0628406663466147,-0.376554303409685,-0.202275023177429,-0.221533460524449,-0.23297568457035
"21",-0.220309998003654,-0.372193011810663,-0.324891690818678,-0.416058738768851,0.390584159861395,0.145169454826371,-0.37002899827059,0.106566976397708,-0.19583636219669
"22",-0.244903084166874,-0.351698355807131,1.32461295834822,-0.450603379582514,0.0484736530651395,-0.385044565883418,-0.00897401849844689,0.0998970884723985,-0.291251413622737
"23",-0.213508336185495,-0.159992411576013,-0.453043086952884,1.0662837958062,-0.272109387677339,-0.330901613578141,-0.22965109130103,0.254537333641178,-0.379647417267838
"24",-0.248604911167197,-0.129107951683791,-0.388943178889701,-0.290180149758543,-0.179579588745837,-0.261090711746827,0.465077107272897,-0.358391419397857,-0.189840218458044
"25",-0.0438182678612456,-0.394662312952614,-0.170805566531374,-0.327475574445876,0.219398551262307,-0.313924543644932,-0.394364177412499,-0.276196080153946,-0.050902985645982
"26",-0.0509830493023,-0.43043582547322,0.286747098437494,-0.336582077276021,-0.233250473508329,-0.0855562236336724,-0.347068260716583,-0.151292963877954,-0.130650360322483
"27",-0.240021820470294,-0.391583677115144,0.706383958607473,-0.440263404846483,0.585181338016228,-0.399350943785148,-0.236742549830302,-0.24472688765767,-0.0912754009466726
"28",0.487062831084897,-0.277965541631336,-0.217381167533134,-0.378448739111438,0.769544087955201,-0.422592025458628,-0.0501593815615115,0.1377036569969,-0.35967718923342
"29",-0.217724570996752,-0.444588683333738,1.56847015803765,-0.119026502629549,-0.265023772443846,-0.396426205388076,-0.304501955677723,-0.173524688276664,-0.132707150759626
"30",-0.228497183525513,-0.305053957664912,-0.207164537910747,-0.358679546920194,-0.270739465978873,-0.016140282290302,-0.274852058266479,-0.25092432162849,-0.289363444957063
"31",-0.356392717356255,-0.260451172052738,0.138348871576368,-0.0425499073180275,-0.270049355048066,-0.410050317159511,-0.181643034005245,-0.381488741502604,16.8509374147672
"32",-0.0500426337642124,-0.249225428868836,-0.264562650234843,-0.186957655040916,-0.125786040926275,-0.285384512560047,-0.296163504461892,-0.0978477025492328,-0.303620607125461
"33",0.144736963997906,-0.273866550943572,-0.460816301303631,9.06687336608181,-0.221886325338955,-0.400140755875122,-0.198545792075028,-0.362286048892462,0.511365112417902
